restaurant_id,description
1178,champagn enthusiasts will be the element her thanks to win list presented on tablet that features almost 5 000 labels emanuel oversees the win selection with great enthusiasm
623,the cuisin at this restaurant focuses on local recipes and ingredients yet also has light modern flavour and beautiful contemporary presentation as seen the pic past with roast peppers
145,situated within the luxury grand hotel favor the centr of sorrent this restaurant has the typically opulent style of grand hotel the kitchen the chef works with topquality
810,situated the city centr this refined restaurant with an elegantly classic decor is perfect for romantic intim dinner the menu features meat and fish with traditional dishes
1193,during the day this restaurant can be reached just few minutes by cabl car providing you with breathtaking views of the dolomites whil the evening when the servic is mor attent –
804,on the ground level of what has becom one of the icons of the turin cityscape–th intes san paol skyscraper designed by renz piano–th is the entranc to the restaurant her the lift will
1187,family style trattor has now been converted into thes modern premises that whil jealously upholding the homely origin offer dishes of contemporary inspiration one small dining hall has
1839,this restaurant standing on the shores of lak gard has been famous ever sinc it opened the mid1960s thanks to its femal owner’s passion for fish and seafood from the mediterranean today
1811,situated within the elegant laqu by the lak boutiqu hotel part of the cannavacciuol “galaxy” this restaurant boasts fin lak views to accompany the imagin mediterranean cuisin served
192,this simpl yet lively and dynamic restaurant occupying the beautiful historic rooms of an old shop is always busy with locals and tourists so booking ahead is highly recommended dishes are
66,veritabl bistr modern style and central position short distanc from the famous via xx settembr wher the chef patron turns his hand to fragrant cuisin from the market
72,as its nam suggests this restaurant is decorated with profusion of wood partly becaus of its mountain location but also becaus the excellent femal chef is originally from lapland
838,post milan is farmhous the city an ideal plac to spend few hours outdoors but also an agricultural market kitchen serving food carpentry workshop and venu offering host
1805,this trattor is situated at the end of the marin pisciott location whic ensures quiet tranquil ambienc the excellent reasonably priced seafood cuisin is another reason that we
